Config,ID,Based Club ID,Based Club Name,FM ID,First Name,Second Name,Age,Current Ability,Potential Ability,Division ID,Division Name
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568809,""r"":568809},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425122,""r"":568809}]",568809,88340,Cardiff City,28121340,Andrew,Whittington,41,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568810,""r"":568810},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425123,""r"":568810}]",568810,88340,Cardiff City,28121341,Josh,Harfoot,25,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568812,""r"":568812},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425125,""r"":568812}]",568812,88340,Cardiff City,28121343,Hassan,Fadul,38,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568813,""r"":568813},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425126,""r"":568813}]",568813,88340,Cardiff City,28121344,Ken,Wallace,60,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568814,""r"":568814},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425127,""r"":568814}]",568814,88340,Cardiff City,28121345,Ian,Nicholson,,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568815,""r"":568815},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425128,""r"":568815}]",568815,88340,Cardiff City,28121346,Rob,Lee,29,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":568816,""r"":568816},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":425129,""r"":568816}]",568816,88340,Cardiff City,28121347,James,Hall,36,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":572877,""r"":572877},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":429553,""r"":572877}]",572877,88340,Cardiff City,29071363,Ben,Parry,28,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":574533,""r"":574533},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":431206,""r"":574533}]",574533,88340,Cardiff City,29090793,Mehmet,Dalman,62,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":574844,""r"":574844},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":431516,""r"":574844}]",574844,88340,Cardiff City,29106926,Danni,Rais,32,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":575671,""r"":575671},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432342,""r"":575671}]",575671,88340,Cardiff City,29115792,Datuk Vincent Ek Seang,Lye,,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":575753,""r"":575753},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432424,""r"":575753}]",575753,88340,Cardiff City,29117682,James,Rowland,35,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":577237,""r"":577237},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":433905,""r"":577237}]",577237,88340,Cardiff City,29141053,Mike,Beere,33,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":577817,""r"":577817},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434481,""r"":577817}]",577817,88340,Cardiff City,29148506,Darran,Lovell,35,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":577818,""r"":577818},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434482,""r"":577818}]",577818,88340,Cardiff City,29148510,Matthew,Bloxham,34,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":577819,""r"":577819},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434483,""r"":577819}]",577819,88340,Cardiff City,29148515,Paul,McCarthy,58,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":579093,""r"":579093},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435745,""r"":579093}]",579093,88340,Cardiff City,29173730,Matthew,May,42,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":579688,""r"":579688},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436337,""r"":579688}]",579688,88340,Cardiff City,29177787,Jack,Radusin,25,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":580977,""r"":580977},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437619,""r"":580977}]",580977,88340,Cardiff City,29198720,Len,Nokes,62,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":580978,""r"":580978},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437620,""r"":580978}]",580978,88340,Cardiff City,29198721,Luke,Walker,40,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":580979,""r"":580979},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437621,""r"":580979}]",580979,88340,Cardiff City,29198723,Patrick,Deboys,27,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":581185,""r"":581185},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":437826,""r"":581185}]",581185,88340,Cardiff City,29212768,Ken,Choo,46,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":583249,""r"":583249},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":441174,""r"":583249}]",583249,88340,Cardiff City,30004781,Lee,Southernwood,50,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":599997,""r"":599997},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":462863,""r"":599997}]",599997,88340,Cardiff City,36510019,Matthew,Langtry,25,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":929026,""r"":929026},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":833239,""r"":929026}]",929026,88340,Cardiff City,89012066,James,Rowberry,35,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002008,""r"":1002008},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439480,""r"":1002008}]",1002008,88340,Cardiff City,29235592,Josh,Morris,26,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002403,""r"":1002403},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439875,""r"":1002403}]",1002403,88340,Cardiff City,29240032,Tom,Chiabi,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002404,""r"":1002404},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439876,""r"":1002404}]",1002404,88340,Cardiff City,29240036,Taylor,Jones,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002405,""r"":1002405},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439877,""r"":1002405}]",1002405,88340,Cardiff City,29240037,Ryan,Kavanagh,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002406,""r"":1002406},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439878,""r"":1002406}]",1002406,88340,Cardiff City,29240038,Eli,King,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002407,""r"":1002407},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439879,""r"":1002407}]",1002407,88340,Cardiff City,29240039,Siyabonga,Ligendza,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002410,""r"":1002410},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439882,""r"":1002410}]",1002410,88340,Cardiff City,29240042,Frazer,Thomas,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002411,""r"":1002411},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439883,""r"":1002411}]",1002411,88340,Cardiff City,29240043,Ethan,Vaughan,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002412,""r"":1002412},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439884,""r"":1002412}]",1002412,88340,Cardiff City,29240044,Nativ,Yanko,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002435,""r"":1002435},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439907,""r"":1002435}]",1002435,88340,Cardiff City,29240125,Bradley,Stewart,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88340,""r"":88340},{""a"":""Person"",""m"":""Person"",""k"":1002438,""r"":1002438},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439910,""r"":1002438}]",1002438,88340,Cardiff City,29240128,Jack,Masrani,16,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":182739,""r"":182739},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":21744,""r"":182739}]",182739,88343,Charlton Athletic,209143,Alastair,Thrush,41,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":255412,""r"":255412},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":95002,""r"":255412}]",255412,88343,Charlton Athletic,1010234,Steve,Avory,65,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":275606,""r"":275606},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":115142,""r"":275606}]",275606,88343,Charlton Athletic,2003538,Lee,Bowyer,43,,150,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":276065,""r"":276065},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":115601,""r"":276065}]",276065,88343,Charlton Athletic,2004049,Jason,Euell,43,,135,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":276733,""r"":276733},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":116279,""r"":276733}]",276733,88343,Charlton Athletic,2004814,Andy,Marshall,45,,130,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":291034,""r"":291034},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":130531,""r"":291034}]",291034,88343,Charlton Athletic,4000323,Johnnie,Jackson,37,,118,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":295361,""r"":295361},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":134901,""r"":295361}]",295361,88343,Charlton Athletic,5005179,Deren,Ibrahim,32,,70,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":295413,""r"":295413},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":135080,""r"":295413}]",295413,88343,Charlton Athletic,5007258,Grant,Basey,31,,100,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":383316,""r"":383316},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":222180,""r"":383316}]",383316,88343,Charlton Athletic,8602672,Steve,Gallen,46,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":575403,""r"":575403},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432060,""r"":575403}]",575403,88343,Charlton Athletic,29111545,Sergiy,Baltacha,62,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":575407,""r"":575407},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":432064,""r"":575407}]",575407,88343,Charlton Athletic,29111549,Adam,Coe,40,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":577118,""r"":577118},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":433786,""r"":577118}]",577118,88343,Charlton Athletic,29139816,Paddy,Waters,54,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":577762,""r"":577762},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":434426,""r"":577762}]",577762,88343,Charlton Athletic,29146853,Anthony,Hayes,33,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":578936,""r"":578936},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435589,""r"":578936}]",578936,88343,Charlton Athletic,29168858,Brett,Shaw,30,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":578937,""r"":578937},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435590,""r"":578937}]",578937,88343,Charlton Athletic,29168859,James,Parker,31,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":578938,""r"":578938},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435591,""r"":578938}]",578938,88343,Charlton Athletic,29168860,Jonny,Dixon,28,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":578939,""r"":578939},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":435592,""r"":578939}]",578939,88343,Charlton Athletic,29168861,Josh,Hornby,29,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":579652,""r"":579652},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436302,""r"":579652}]",579652,88343,Charlton Athletic,29177377,Joe,Ranson,30,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":579653,""r"":579653},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436303,""r"":579653}]",579653,88343,Charlton Athletic,29177378,Steven,Jackson,29,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":579654,""r"":579654},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436304,""r"":579654}]",579654,88343,Charlton Athletic,29177379,Hamza,Serrar,39,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":579656,""r"":579656},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436306,""r"":579656}]",579656,88343,Charlton Athletic,29177381,Ben,Talbot,,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":579657,""r"":579657},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":436307,""r"":579657}]",579657,88343,Charlton Athletic,29177382,Chris,Jones,,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":582058,""r"":582058},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438696,""r"":582058}]",582058,88343,Charlton Athletic,29223073,Kasim,Aidoo,18,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":582059,""r"":582059},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438697,""r"":582059}]",582059,88343,Charlton Athletic,29223075,Luca,Albon,18,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":582060,""r"":582060},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438698,""r"":582060}]",582060,88343,Charlton Athletic,29223077,Billy,French,18,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":582062,""r"":582062},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438700,""r"":582062}]",582062,88343,Charlton Athletic,29223081,Freddy,Barton,18,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":582063,""r"":582063},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":438701,""r"":582063}]",582063,88343,Charlton Athletic,29223083,Nathan,Harvey,18,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002447,""r"":1002447},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439919,""r"":1002447}]",1002447,88343,Charlton Athletic,29240145,Terrell,Agyemang,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002448,""r"":1002448},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439920,""r"":1002448}]",1002448,88343,Charlton Athletic,29240146,Naz,Bakrin,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002449,""r"":1002449},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439921,""r"":1002449}]",1002449,88343,Charlton Athletic,29240147,Charlie,Barker,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002450,""r"":1002450},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439922,""r"":1002450}]",1002450,88343,Charlton Athletic,29240148,Richard,Chin,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002451,""r"":1002451},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439923,""r"":1002451}]",1002451,88343,Charlton Athletic,29240149,Kai,Garande,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002453,""r"":1002453},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439925,""r"":1002453}]",1002453,88343,Charlton Athletic,29240151,Andre,Thompson-Fearon,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002454,""r"":1002454},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":439926,""r"":1002454}]",1002454,88343,Charlton Athletic,29240152,Euan,Williams,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002697,""r"":1002697},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":440169,""r"":1002697}]",1002697,88343,Charlton Athletic,29243192,Matt,Southall,,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002784,""r"":1002784},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":440256,""r"":1002784}]",1002784,88343,Charlton Athletic,29244398,Tahnoon,Nimer,44,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1002785,""r"":1002785},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":440257,""r"":1002785}]",1002785,88343,Charlton Athletic,29244401,Jonathan,Heller,66,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1083633,""r"":1083633},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":881467,""r"":1083633}]",1083633,88343,Charlton Athletic,2000007551,Dylan,Gavin,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1083634,""r"":1083634},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":881468,""r"":1083634}]",1083634,88343,Charlton Athletic,2000007552,Harry,Beadle,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1083635,""r"":1083635},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":881469,""r"":1083635}]",1083635,88343,Charlton Athletic,2000007553,Joe,Watkins,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88343,""r"":88343},{""a"":""Person"",""m"":""Person"",""k"":1083636,""r"":1083636},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":881470,""r"":1083636}]",1083636,88343,Charlton Athletic,2000007554,Jeremy,Santos,17,,,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":164189,""r"":164189},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":3407,""r"":164189}]",164189,88360,Derby County,10156,Twan,Scheepers,48,,125,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":164631,""r"":164631},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":3691,""r"":164631}]",164631,88360,Derby County,11004,Phillip,Cocu,49,,170,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":164632,""r"":164632},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":3692,""r"":164632}]",164632,88360,Derby County,11006,Chris,van der Weerden,47,,138,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":276443,""r"":276443},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":115974,""r"":276443}]",276443,88360,Derby County,2004489,Jon,Howard,48,,105,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":277038,""r"":277038},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":116589,""r"":277038}]",277038,88360,Derby County,2005157,Jason,Pearcey,49,,90,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":277359,""r"":277359},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":116704,""r"":277359}]",277359,88360,Derby County,2005497,Craig,Short,52,,140,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":277604,""r"":277604},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":117130,""r"":277604}]",277604,88360,Derby County,2005803,Des,Walker,54,,155,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":277607,""r"":277607},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":117133,""r"":277607}]",277607,88360,Derby County,2005806,Justin,Walker,44,,85,153406,Sky Bet Championship
"[{""a"":""Club"",""m"":""Club"",""k"":88360,""r"":88360},{""a"":""Person"",""m"":""Person"",""k"":277647,""r"":277647},{""a"":""PlayerAttribute"",""m"":""PlayerAttribute"",""k"":117173,""r"":277647}]",277647,88360,Derby County,2005850,Darren,Wassall,52,,122,153406,Sky Bet Championship
